10089 36421
9529 3368 1
7293 1047 1
4493 5149 1
3661 1678 6973
9238 2411 3619650
6496 1730 751574
5214 6975 6606687
1519 8246 1
2130 2073 11989342
8068 5065 1
6339 3076 1
10057 2330 39711
3047 992 28960
4276 2420 1978825
415 1081 1
1833 8198 9742966
9989 5513 1330252
1015 7766 745506
8701 6827 7029862
9474 8683 96480
1647 5231 362828
7810 3938 1
8790 1580 6237564
7898 8160 77990
2783 2415 1
1441 1173 70388
6447 8454 1551820
2329 3310 74591
4186 7837 2227886
5612 5200 9285136
3617 2747 9938014
5616 357 1
2122 5163 82731
6853 3398 7924265
1625 9461 14384626
4282 507 82445
472 6182 87146
9587 2948 6272
8393 3109 622264
2389 4630 37337
6725 8703 83809
9431 8106 9733718
9882 8431 1
4132 3624 9001563
9230 8547 2836729
7555 1075 1
8832 7850 20178
9710 2032 1
5793 503 51949
3688 510 1
4183 5316 43163
6675 653 1
3242 583 12759438
8047 2643 1
3075 8508 15354
929 8802 29625
9970 5631 38494
6689 3618 23134
5092 5941 4189070
1194 6853 1
7100 5710 1
4854 3080 1
6561 6321 1
4745 7781 58781
7265 9563 1
8092 8426 1
2161 17 3350042
5840 2347 1
6653 2213 4958960
8593 1419 13113320
153 5713 5960060
8173 3456 2608718
6088 2902 508478
5912 8248 5074
196 2188 13105588
6879 7297 1
8051 3520 9357125
7158 6529 1
35 9524 7799004
8948 6513 1
6763 6588 1
3704 7820 13002825
421 8701 1
2287 6606 10523729
7035 4146 64718
5705 7248 1
3204 7541 5993
5983 2663 1
7596 10033 1
7179 9627 3049
5242 9374 24663
1908 3675 1
3213 4175 10746797
3875 3133 7463532
2324 5745 1
9809 1674 69502
6274 238 50492
1746 565 14168687
4691 363 2729129
3826 2911 1
2124 1501 1
1433 3172 1
2089 1889 1
8708 4268 3199523
4053 1673 3698096
9241 1767 9194582
5616 2411 1
4621 3037 6288385
8911 6179 87395
234 2910 14778
4306 6739 7003771
11 5602 7179054
5165 8649 1
8609 7177 4273997
4040 270 1
3969 4630 360181
1726 4139 1
5499 4723 57267
9563 9783 4229172
7614 6231 1
8876 6261 30441
315 1646 42258
6813 7752 1
8549 2583 57378
8512 6619 27650
2679 1434 1
9415 3116 13960
6035 1925 12822
3236 6210 1
2747 7822 1
2062 346 72734
3794 189 1
7372 277 42829
7853 3346 2954186
1441 2195 7150987
151 5762 3078
1617 9059 38829
569 5336 8572132
944 1927 877657
2637 9062 1
9807 9617 1
6976 7875 1
10043 1523 1
8572 390 96079
7683 1957 4666910
6598 2254 15842
4944 2636 1
9420 9430 1
6425 5199 6703867
5837 7006 13981471
209 5291 91772
2926 648 1
5014 1762 1
3268 4541 1244589
6263 5447 5355520
2915 7372 1
5766 2424 60758
1618 181 1
2931 7704 10719020
8615 965 7977
5738 3088 4998187
9371 5809 4339570
3109 3872 7852229
8057 9113 53605
8649 8044 33193
3661 5517 55934
4778 7633 4612220
4030 40 1
1429 1004 5342320
1064 8571 377757
40 8961 97608
3430 595 1
552 1462 1
8901 2677 1
1163 2840 68465
5204 5494 1
2986 1513 7314352
6174 1055 8084058
3516 1623 1
4598 4106 5943737
6568 2628 1
2864 2372 53032
9111 9180 2634012
948 6960 67672
7640 3306 5226162
7605 7348 1
2537 6952 52193
2477 5244 20638
7258 921 1
821 7652 1601159
1493 8282 1
9097 4952 1
1579 9143 1
8724 1760 69978
10077 1600 36882
7255 8128 1
3366 6520 88052
3695 7571 8545609
2521 8455 5894070
8279 7933 1
9670 2402 41541
8433 9 586385
2359 3964 24983
6816 7495 1
6002 488 1
9924 3060 1833
9565 5514 4156037
4510 2886 61200
2300 4120 1
5362 8985 1
554 706 7398875
9134 3382 1
5964 2712 10023760
7252 7143 1
3301 5054 11133350
6690 208 1553115
1639 169 82605
4324 398 80678
5048 3709 10082488
6445 6938 8536
8525 4051 1
4005 3399 1
2597 2761 13191
7805 4249 45438
4969 6029 13494224
7102 4373 1
9902 3806 457563
7599 658 1
7253 3871 1
2957 262 1
759 7092 9389424
2991 9856 10349655
8014 8327 10976869
7482 5662 1
9460 9964 87360
1574 6879 23668
350 1829 1
2324 112 1
8967 8755 1
7728 7089 93848
1751 262 87585
10038 268 43025
7253 3030 51351
10023 5702 32423
9155 9277 1
818 8826 76618
5649 6165 6651751
6517 2463 1
9258 7991 1053671
3809 3521 1
7483 5743 6839
8040 945 1825283
6451 4218 1
2526 9176 15441
5619 4705 15968232
7723 486 1
945 1028 1
5141 1212 278712
4384 6600 3932
6130 4930 12719428
1022 3761 59164
4647 3168 1
5572 5386 20696
1713 9328 1
4466 8756 1
8176 5806 15096926
9366 9136 1
9438 5025 6566558
3987 1641 497031
9692 396 61229
2749 1676 1
6808 4929 1
7226 988 1
214 80 64106
3280 587 1
1013 5647 1638
202 2884 12196
2282 4333 1
248 7862 1
8335 7724 76018
7575 1979 3166200
7899 8312 714960
373 9189 13608716
3889 1052 1146722
3789 8598 12725
9281 8998 1
447 9132 1
2833 3258 72609
3961 9177 65962
6216 1312 1
6488 454 1
9845 242 68345
1644 1566 9799886
4830 5701 1
8778 5123 2456752
9854 1120 1
10034 556 96141
8705 5518 25273
3771 1668 55247
4904 4391 3119521
7523 7450 2158844
723 1485 1
9237 3728 10248679
24 9067 3768957
2206 1382 1
834 4500 1
4911 9474 5584688
6144 8446 837303
1690 820 1
1315 8734 54181
9416 760 1
4563 1751 1
193 592 1841216
4874 5294 810696
897 2606 93997
10081 8250 89583
9485 4268 10926885
6312 4493 4378345
4612 3179 2783
8761 6397 6661180
5867 834 3893755
2238 2826 923700
237 7840 1
4006 1694 95623
7537 4294 1
509 7536 13573394
2191 9003 15829447
81 7836 5652157
140 4796 6932732
1861 3495 39094
1969 6806 1
4286 4330 9903026
1652 1557 1
4504 9412 2991593
5598 4395 1
1453 5300 6450113
2114 7348 59267
1206 1784 19312
279 1949 1
3493 4147 1
2652 9522 2479545
6471 6569 80008
9632 9090 17954134
8731 4322 28194
4381 1038 6825
3976 4698 55323
1998 9204 8630005
4308 7867 12522
9464 6041 1
4940 1386 1
7730 4996 3568003
2887 7616 12127
374 3157 1
2676 8513 1
5850 600 32428
8526 2895 6215646
6714 7031 1139583
4807 6367 1
3978 6306 11677468
939 2504 1
7836 7181 1089231
3173 2343 2176980
1865 5584 32429
6496 9474 2147093
9913 4082 854935
3569 6229 4464083
7556 7226 2340755
4722 5452 1
1200 1924 1
2181 8057 4350910
5575 2483 794900
2852 5158 35635
1300 2680 2069009
8249 4579 27400
7453 295 65066
1280 1169 426108
9223 9980 813189
9354 3366 19835
2190 7764 5601311
8292 147 101497
6317 9874 1
567 716 34305
4538 8228 43501
5822 3266 70184
5723 1631 1
3774 6903 1
4753 3377 1
5764 3217 1
4990 2718 1
9739 8774 1716886
9750 1237 1551055
1796 9900 40078
895 1036 1
917 4340 37178
8216 5548 9922
658 468 50014
587 1124 61374
4037 6399 1
2684 6444 1
1893 4589 1881192
4321 8769 1
6592 3530 2838043
6041 9715 328670
6702 5042 951502
1724 9107 1
1848 9155 60294
1032 7834 1
466 8405 6510018
895 945 24936
8405 9123 59232
1423 4908 4545119
7104 749 1
8404 9040 8170
3316 9700 978654
9870 2134 1
4488 8046 1662935
3923 9357 12228
3405 3985 1311726
365 7547 89465
852 147 77259
3265 1790 1
6172 8649 55810
379 2836 46327
889 6085 86555
6621 6785 1
7656 1514 63914
1496 9387 3839228
8212 6320 43002
2851 4984 5411334
4002 6233 13256681
1881 4516 41207
1163 5176 1
7109 3886 12237989
5405 698 16392214
156 8408 1
2562 5003 71315
3399 8710 10234918
539 3589 64444
4490 6528 1
7519 530 1
1121 4221 33311
3481 7975 1
6103 7786 1
7392 345 1
9011 5020 1
4454 5328 1
8958 2737 65616
4371 4637 79442
412 7718 1
2696 4359 5800948
6696 8136 1
8888 6550 40507
1437 1845 972048
7972 2709 5893225
6445 76 1
51 8374 12526580
4588 9640 98044
198 1781 33148
10010 1931 97619
4620 7432 6226594
1122 8795 1
4905 5261 7194974
9141 5 1
299 5730 1
3929 9727 11931
7563 6604 1
6964 7263 13281101
6884 7713 1
7692 9744 1
4353 3014 1
3214 4828 2648
9471 6419 1
4815 767 1
7215 8758 95290
8803 4142 5863279
2663 3649 12886815
3171 6356 1172162
8287 5572 1
9278 4321 15989318
8601 5060 1
8355 2476 3138245
2601 3092 1889652
6055 9099 1
1224 3817 11118767
8268 7588 894212
9096 481 11903377
3353 7725 5723776
5116 7733 7820561
9254 3321 59036
8462 2563 2388738
1043 1230 95573
4854 7499 1
8307 3730 1
6098 4870 1
7666 9079 15621
6015 6194 183790
9328 4822 12282640
3778 2374 1
6561 9255 4249207
3209 457 17494
9424 8589 7142604
8297 6705 1
7243 9081 11425669
8259 4890 1
5384 7368 56400
7604 7953 11008994
2312 9162 1190
2109 8629 15554811
8892 4435 1
9114 7260 93836
4073 9819 1
7277 4202 1221094
1336 8335 6963167
5210 955 1
3301 2881 4617822
1105 4810 2421080
4118 2695 42209
6134 4275 4880681
1395 4376 1
4543 8594 1
8713 3806 20723
2019 7508 5824958
2412 2531 216650
1043 4952 3053903
2855 9907 1701491
3243 7686 1
5186 6474 69834
8410 4625 5690641
8106 356 1
5640 7680 1
9656 9562 1
8258 1992 76711
6967 3831 7752202
4864 9007 5380
5551 4434 12469355
8592 2861 6224515
1223 5332 40731
6701 3579 1
2459 2668 13666951
1677 276 1
3220 3051 82430
9082 9967 4934951
291 8955 1
5283 9893 1
6956 9763 1837559
6729 4552 1
6593 6766 2813510
2585 7289 2260608
7222 9593 8486517
5862 1877 97517
3970 3517 1
8062 7850 8004693
1006 9440 77246
6439 616 1
3669 1619 5318394
8278 8937 1
2179 3545 3421
9885 7734 9196636
2476 4330 94716
8681 7421 62484
8118 7095 4205819
9640 3450 60474
6674 65 8568641
1650 8236 1
8517 2151 1
9114 4165 1
3778 9371 1
9579 3771 1
4567 3148 54238
3603 9711 2066993
5276 8735 1
8703 4460 23615
9312 5754 88735
5281 1917 12705210
2380 4598 1
1517 7725 7518080
3508 5590 98687
7600 4588 1
4487 8067 1
7400 8309 11565905
8984 8214 1
1464 7173 1
7068 2242 7937521
8961 3927 4526163
3130 1385 351852
8773 35 45691
8508 2382 1
10033 5630 67557
1614 26 5262921
9351 1425 44583
8208 7669 1
6712 7052 1
3069 6176 44176
8016 6473 11884714
1148 7057 1
6625 4425 75541
2851 6806 1
8120 9122 11672744
6517 3891 1789224
5009 73 1
4917 9046 1
5452 4427 55547
8766 6265 11291
5930 3184 4757256
1905 5592 1
3439 7972 1
5053 5411 169732
141 2773 1
6838 3489 1
8707 3143 13890
9828 2166 1
3359 6501 13116540
2754 7335 1
869 8330 1
3656 8738 59860
9812 2259 11098089
8953 9092 1
761 2332 1
868 1033 1
274 3587 93114
4087 1407 85378
4719 7085 17509
1700 2703 15711268
6275 3067 1
714 6884 26972
8478 3099 1913350
4318 8761 7989337
9822 8176 1
4202 4840 1
264 7245 5520603
869 283 1
4769 5054 15830
1239 7948 1
316 711 13154205
9768 1438 91628
5258 3318 13280606
6881 1208 1
4310 128 1
4075 10011 1
8680 6511 3814441
9973 4886 8553010
857 6982 1
6064 3503 48675
1577 6592 1
7745 5822 9414172
9123 1684 1573391
8651 2025 3862145
2106 2191 1
9619 3426 1117362
3843 7999 96621
9090 1532 1
6745 4981 1
9497 6239 2697219
6864 953 57907
5958 1015 6911383
2877 8793 14750
9802 4596 65021
6559 8595 1
228 4385 1
4909 5577 1
7766 4330 1964641
4693 694 524
3972 5542 36174
4360 2496 331106
2267 8698 53592
7478 8941 3180759
6572 4347 1791
5742 566 8366049
9821 3120 1
2851 9964 1
9898 9566 87954
10021 8422 1
1586 8119 47676
4964 3794 1
9426 3949 31060
6696 5181 1
5873 492 5077406
9235 2293 1
9813 4850 1
4327 7126 7577423
6253 7178 1
203 4747 10416957
9732 7928 88078
7868 9309 59202
7326 383 687047
3954 8806 16174
10062 1887 80007
4425 2611 31516
6312 9011 94647
7718 4108 10103834
2078 5517 5207172
4392 8649 1
5502 7274 7492142
9614 5623 1
5767 5656 1
2440 7822 51957
1342 5415 6054928
9688 3434 10074
1156 4300 83578
8958 3676 72027
9097 2715 1
7155 7537 1
9392 8715 1337962
1075 659 3734389
3604 5984 1
6972 9648 1
1503 6410 7031602
7381 1072 1
8573 4219 6224255
9368 9202 1
6994 8586 676215
7037 508 3684712
1996 8980 1
7405 7487 82463
9492 4816 5546670
3397 2519 11480662
8435 4859 3498816
7220 5125 1
9844 7320 1
8448 5020 94695
4431 7511 1588519
5410 4771 1
5249 6243 7398176
1407 9869 1
4142 379 6614147
8604 281 1651939
459 3327 8644243
1280 8726 3367541
2662 2331 1
6062 4673 5485726
4257 1713 11910796
4624 3583 65613
2135 8828 1
2544 8297 624928
4904 5113 1
8075 7144 53245
6861 7508 1
2980 4008 35629
522 8790 1
8361 8335 154437
2510 9112 1
1843 7045 1
8537 349 2739756
9401 7397 9152300
6730 6537 75652
451 3277 6197625
5130 4346 3017028
5534 7413 57022
9953 6283 1
3614 9751 1
2980 4282 1
371 9120 31754
4208 4120 59724
373 4878 12983429
4895 8515 92654
4950 9991 1
8129 141 8140
8626 959 29580
5096 1642 20976
240 6677 4509521
6923 433 1
6171 1241 97418
10012 8876 17864
2159 2416 1
5087 9973 1
6612 4687 1
3662 5838 5381
7421 3995 12154489
3865 7658 1
9831 9032 52536
9389 5573 3142015
5029 9521 1
6616 8019 1
7746 1435 10418924
4092 6011 1
7723 3826 81003
644 378 1
7589 10082 1
8440 1836 52044
5157 4778 89169
7179 4854 3499166
2425 1886 15466232
5173 7397 1
9953 3187 5653694
2899 4297 76209
74 2852 42425
5777 9805 10181646
3594 3030 12854622
904 4721 81923
9063 6686 3146771
6581 6028 52398
815 6161 96222
1460 6876 92861
9150 4491 1
1068 673 1
68 8906 1
3419 7921 14666272
3812 8608 74152
7344 8038 1
886 1032 93189
5421 2854 50868
2229 9797 4925768
547 5233 1
8815 4887 92810
8403 8987 868547
6742 4677 12028460
8407 3936 93986
1082 6731 3462
8921 1515 1
8121 2088 7785
5097 4706 13993850
3365 4745 5916118
6568 5659 4678494
9569 9792 1
8458 3347 19143
6439 6172 1
1362 6453 3179377
3188 7755 1
708 3860 3739
6130 9185 6221704
7155 5763 1
9545 7483 63372
3141 1991 1
9479 2326 17589
7658 4086 6917948
1605 7943 1
9738 2543 1
2890 6657 1646
10077 6686 12882926
6025 2683 1
10045 6548 1
5920 62 59115
6811 4259 94543
6272 9224 1
6229 5321 29200
6308 3931 19132
5082 6287 34010
2180 8929 4705853
4354 2670 27496
8811 5536 1
10033 2369 18830
2756 6719 5543
5394 3255 32863
1635 6875 64830
880 2429 1
3331 7792 5924065
3031 7348 1
8522 6176 1
855 6909 1925633
7265 5028 1
3182 7289 12906
9585 5448 1
2410 7185 10579
762 5916 51393
8020 5800 1
9223 5656 1
3032 7586 1
1205 6533 38252
8769 6194 1
3229 4925 2165151
7830 2348 2799880
4460 7159 936246
5933 2967 11157753
8682 7931 11281495
5988 8311 4483411
623 2155 1
1515 532 11405990
7544 8907 12461829
2388 1665 81762
9996 6670 1
1006 3191 1
234 1088 1
5722 9910 1521080
5985 6671 44797
7402 8120 1
7339 9036 5759
2398 109 1
6879 6153 47328
8906 6356 4329137
4384 8564 1
8962 1361 1
4843 9992 3356360
7624 6513 2715083
5033 6395 14607
4098 529 86056
3088 9246 1
7923 7363 3102387
7739 3284 1
1925 325 66874
8561 1084 1
2471 150 6620896
9055 7016 74337
2044 8728 22252
1961 512 6439808
3608 6751 89370
9585 5375 1
9934 2508 5266630
3294 56 52631
7581 7757 3637001
5582 1166 1
2726 676 18863
3355 2763 1
74 694 1
847 5852 21299
1763 7976 3804914
6099 1660 10173665
5370 4096 9288584
2853 2684 4732352
5767 8582 1
2927 5990 44138
6699 1432 37579
5245 3574 1
2581 9107 1
8152 7882 1
7807 1672 10232571
9856 10010 1
5859 7996 1
7494 7941 1
7204 9116 1
8736 4640 10838896
8513 3651 1
1454 2705 1
841 5624 1
3395 4667 48191
1625 9991 28200
9246 9991 1
3576 4905 1
3968 9378 1
3147 1434 12515
10075 3300 3234
337 871 84705
8798 2253 1
5025 8711 97633
8628 7747 1
6649 9349 6698474
2852 5755 1
1575 2068 3808135
6246 3633 1
5073 6553 1777945
7448 6486 1
3599 218 1
8003 4603 1
5844 3780 1128204
10058 1875 51441
6408 5539 1
5800 8783 683174
2982 4246 2930238
1098 5636 1
6050 3773 5404084
8872 1793 60554
9243 5821 1
6515 8184 1
873 9384 3618457
3776 7231 2685288
7685 648 1
7092 10068 2989747
5594 2772 1
8864 2842 1
6033 6088 1
6457 3324 254227
2929 9156 1
8109 272 75543
6686 7104 1
5457 9063 3433324
3182 8298 94095
8120 1160 76674
1255 2517 92044
5476 2490 4841152
4350 9011 776577
7614 234 1
7975 8022 11529878
1289 9224 1
1918 1026 5250014
4162 6322 24825
4882 7021 12803361
3800 6003 1
7557 380 429206
3020 8771 53206
8868 1115 4508698
57 9508 6066246
2149 1865 1
4824 8108 2378001
979 8910 1
7147 9483 20937
703 7392 929219
3799 7175 54685
4059 3426 1
7502 5103 10204569
10005 5119 4181612
8478 6516 94177
6013 9712 1
8425 2133 47220
8702 1405 1
6906 5472 4980547
5173 5669 76138
3944 7213 9493
3369 7897 1
8702 7105 38529
4298 2400 6459435
7228 6528 42419
6596 6098 85250
6369 635 10155937
2996 1672 15942203
6467 9811 9034268
8281 7494 68082
5321 1602 3633471
6361 8066 8242188
5050 5145 1
5501 9777 1
2488 6806 1
1994 4458 67501
4978 1205 5608960
6184 2208 13173
2137 2053 83599
4572 13 1
7227 7342 64917
249 4917 1
3542 8055 1
4699 8746 1
4388 1475 113
2290 9702 1
5848 6768 1
8089 4919 3965
7056 3408 671117
789 2418 86619
4500 3713 1
7034 4235 1
9241 5588 5078172
7397 3430 2820054
8435 4346 909881
2121 4932 8112797
1694 2849 13693390
1626 4337 1
7816 7977 16468443
5072 2671 3595795
9814 8691 1
4093 1121 85795
5363 5628 1
7229 6743 523463
5377 6427 1
2450 5967 29627
1197 6776 1
8653 7291 1638739
7091 8553 2230047
4652 4765 1
8526 3556 68989
1423 4783 2839145
2608 5546 8603050
421 4190 1
2168 6144 1
2914 9214 6733365
703 9412 1
7997 1366 4731342
9091 1274 1
7824 1942 42409
5134 1872 1
10036 5361 1
6743 3844 593589
318 1603 1
5629 7801 80744
8043 9293 1
1841 5077 1
429 9133 1
2365 5488 15865
2691 1924 96080
7522 97 6618402
5034 1695 1692150
6689 3212 22805
5206 6192 97798
4576 1301 37239
8445 8663 1
7060 478 13479204
3577 8882 14602945
8312 3118 1
6367 2068 3468299
174 3863 44158
734 2353 320395
8765 2810 3432762
1090 888 16340465
8653 4766 1
8728 5713 48617
896 3570 1
4915 8061 1
484 1183 5527930
1616 8501 1
6630 7831 11927929
8581 370 5486507
8535 6764 3510726
7850 3673 67224
6385 8201 55653
6162 9521 28604
5779 6393 1
1471 929 42830
7678 5454 2944852
9242 4633 1
1684 7323 1
1356 8184 35160
9254 821 1716627
6112 2178 10613060
1126 962 1
3342 5023 78605
2326 1117 1168464
3858 5470 1
7050 6084 10302065
7519 1134 1
1864 8994 39398
3822 529 1
8184 5032 1
5627 2522 7671323
6949 1718 1
4032 1244 7289660
7792 3980 84420
8806 4756 84316
1384 2148 1
4790 5277 67550
561 4239 1
4389 3707 927497
4338 3208 1148341
7972 8131 10417934
1350 2516 1
6785 1455 1
8182 4169 20685
6284 605 1412326
6633 9630 1
5091 5071 998001
6456 827 1
325 6811 1189348
3585 9910 1
183 3944 1
4361 1468 1
5728 7127 52900
6998 6167 2679
6791 5217 1021556
7534 9751 1591410
4350 9081 7045808
2844 2700 12869
9692 2533 92810
540 3415 3990342
51 131 6931241
1435 7612 1
7173 1725 9850331
3149 4967 1
6774 2527 76067
9927 8833 3114937
1863 4130 1072531
277 89 11298
2821 398 1
2856 5426 1
7613 5277 355217
4655 1049 1
755 5833 1
8090 7228 1
2454 992 1
9227 7329 1
5306 3536 1
169 4188 9430428
2004 6335 399858
7972 6534 1
5820 7493 259994
1557 1789 95785
2790 1171 3018028
7750 5095 14647451
5475 3921 1
2873 4129 85463
9109 2220 16697535
3999 533 1
5118 8711 7887686
9207 3058 1
4958 10029 38512
3596 6717 1
6463 7287 1
9536 8560 5103141
5363 1890 77016
9988 3114 96306
1378 8361 1
8219 917 1
5053 2422 4725484
6018 5772 1
3991 5010 11403728
4312 3282 4448
3919 6779 2206862
58 4700 5212986
3996 2055 16366
90 967 1
3065 6331 38437
496 8372 7457853
1846 4064 2436865
2495 7709 1
3488 1515 947323
3848 5100 1
6343 9949 5179861
4140 8758 1
8823 2011 57557
4187 721 15026721
74 1622 61146
3289 8795 1
3893 1411 1
4097 7281 1
7372 5812 10907
8814 7805 1
4472 2506 11877401
4908 5586 1
4560 6581 1
5743 3505 816398
9215 2760 1
5870 4703 41155
1777 4943 32771
7313 9273 66583
4341 3113 2713716
5605 6783 1
6945 8739 37334
940 6027 8664492
7677 1209 50340
2702 5212 8488553
6081 1601 1
7228 3060 14692946
7536 8584 1
3982 9255 6169839
9684 176 1
2069 9399 11089119
5054 9179 1
4916 4135 841528
9325 4242 1033514
8823 1303 1
2162 5012 10368776
3191 8442 64321
2775 3619 5224848
7455 6924 6798
9217 5705 11243666
5457 7958 80771
351 3463 1
247 9561 1
6003 9402 1
2366 1255 1
9251 7225 12007742
7871 795 7970060
1775 6958 1
4446 181 77040
4697 4498 11848400
5770 1997 78956
7658 1653 5762077
4808 4950 1
2422 6374 50917
9744 9450 7603485
1695 2696 3497242
6560 4414 1
5661 873 38489
631 2873 6997
9625 622 6773347
1245 1072 1
1260 3940 74522
8981 2007 1580759
1475 5359 3046
3002 9870 1
4861 1543 66609
5382 5164 82329
4069 3984 1
3465 2412 4307379
8973 5413 96654
8546 8206 84357
7822 3261 1
8516 2545 40622
6097 6102 653675
96 2252 84309
1871 1198 1
5593 6066 41224
9885 8060 4570062
6621 8123 1
423 922 85714
1417 7371 1
3779 4579 327041
1481 9478 1437613
1995 1413 12104094
7345 10033 6196169
9743 8190 13749541
2018 77 52083
3671 8231 3329
4681 5740 1
10021 990 1
8983 1884 31787
2160 4792 4854658
1449 2788 9766374
7310 6503 1647310
442 6359 12052
6474 2511 6537599
9739 5794 6628541
3244 9221 24558
8688 8298 1497102
1159 5118 28106
50 9283 10982759
2394 410 1
2917 2164 1786339
1951 2727 57622
3315 2190 1
2817 4104 3840817
3303 9771 5255367
9154 5023 4209421
5173 3614 76471
3458 1004 2491166
4951 4854 10345931
7360 7273 1
1800 2950 1948419
8403 5706 5267918
4291 4329 19452
6818 3962 55827
848 8497 12651862
3418 7100 10880404
2376 9904 1
8613 2349 13796583
3331 917 1
9130 4657 699277
435 9147 41722
8806 4621 1
4761 7161 30071
2233 3159 5924
1939 4262 78313
5966 2477 1
1327 3325 1
6252 2284 1
4161 6465 7952299
572 2026 16590
7433 8221 96533
8156 800 1
573 7243 901070
9370 1336 74480
462 2159 1
7209 3778 2532179
9787 3002 6713166
1226 6452 1
9967 8789 23352
8500 1089 15051
1410 7692 2230017
3238 59 1
1911 8236 1
5491 4979 1
4897 3156 1
4977 6061 7942786
6609 7441 4656
5881 10040 91506
1210 4032 1
7194 8797 1
4498 4247 95772
7552 7663 1
6977 2067 1
7370 4162 1
3466 9669 549766
1489 3134 1816
9732 8169 16719600
8016 7406 7488353
2157 5342 81174
8001 3084 1
3523 5192 1
3128 2689 8995137
8309 7147 1
8716 5629 1
8402 1556 34806
1551 5676 1365413
46 9875 45643
830 3235 1
8816 9702 63540
8784 6433 1
503 5123 1
2747 3398 71220
9544 8602 76312
9351 8068 77242
5658 941 1532585
9719 3879 12281545
4382 6753 11095
7438 8829 1
4138 6803 2069888
5338 3497 1
8121 6965 40068
649 2478 1
2194 5554 1
1123 6566 70207
1614 306 90373
2793 8341 1
7750 2146 11547506
7600 367 1
310 3389 58377
8129 4624 75392
901 4735 3908143
4697 6402 1
9343 1116 1
6965 4163 26978
8992 4799 64982
6156 127 1
7864 51 8140
8379 3593 1
3329 9270 8848414
5564 2887 2031054
5374 757 78035
4281 3853 1
889 38 43759
3496 9462 395372
3789 300 87611
10064 1693 57364
7607 2496 23089
2615 6143 46378
3898 7942 6521
1042 7558 50255
6330 6594 12658816
3377 5814 8393583
4510 2595 10559190
3628 2339 3666778
6459 722 1
3729 10075 96653
428 1665 1487563
1229 7767 1
5558 7925 1
4642 8194 8629
443 7825 1
4207 4125 6388809
6475 9424 1
1295 2572 1
5173 3234 61831
4527 6905 1
7003 4760 40406
4725 7215 1
458 3492 8067322
8107 8940 3948693
3957 2582 1
7868 2708 2838262
1131 5550 35721
5515 9198 76820
4944 8378 1
6973 6911 1
10042 5143 1
9067 1828 1
5164 8185 23285
9549 2710 7928702
8962 3923 18028
1048 9417 1
3365 2536 21291
4118 3505 5808639
3741 2256 11482443
34 8592 91131
5194 7943 1
7880 7281 1
5500 341 4410524
4586 7544 46416
9085 9234 8205
1969 6031 80156
2501 6976 14555
5139 4921 1
7046 7730 1
2216 1272 1
1406 6275 4534699
6310 2215 1
2309 3782 2523081
9779 741 89652
3082 274 1
3401 4657 17022
7474 2722 82582
8836 7210 1
657 4690 1
408 9369 21375
74 481 2880
1460 3967 1
9327 4294 28811
9736 3770 49271
8575 4474 4587266
219 616 12102744
8216 8031 2391438
4780 3416 5755564
85 7915 8150624
7782 3701 1372468
2374 1694 1
4848 2240 1163590
7125 5985 1
4225 2676 13407883
3892 4945 1465384
9114 7004 87611
963 2835 5668710
7429 7988 1
4972 8308 51163
9127 2638 49642
3520 6907 1
563 7836 1
4498 490 44308
6261 8276 1
5975 4746 6077560
5348 5730 1
2073 2829 85756
45 1061 713802
4469 2 55740
7691 9277 54741
1765 6608 1
6971 2998 17166
44 9282 10898
8026 5093 8940898
4867 8747 7799199
1596 2776 66023
2582 8252 22441
392 8196 2738885
2393 3464 1
8334 9729 41918
446 6862 1
219 6257 82820
1066 1382 35074
4187 1513 13724395
6280 9407 11386840
4259 1378 59764
1481 569 1
1694 794 7402109
9362 3650 72634
9190 3884 10625310
5807 2389 1
7417 8152 11587317
4145 9389 1
1117 7974 1
3744 297 1
3287 391 1
9022 7851 51543
6841 3337 1
693 3111 65127
3585 9705 4116619
6690 937 6363713
4131 4009 95134
7734 4597 1
1745 8178 1
4465 7011 1
9918 7166 1
963 2847 4612
300 6170 1
4437 7699 4771883
6607 7385 10353
3568 6524 1
9065 7858 5052225
4685 3277 34492
258 3408 1
1829 895 10621272
6086 8020 46057
1301 2646 3999
6002 8328 1
1615 1839 56106
9404 6259 7388274
901 2758 189155
9725 4705 5259652
6558 7311 48658
9748 9331 3698
1245 4278 2344313
7041 5729 1
2502 2221 66924
872 7759 2166597
4643 9426 38053
7346 9050 5350058
9739 6592 1
9544 7100 11984281
561 3885 1
3313 4851 8312
4082 9615 7999469
7655 4962 1
3178 3346 1
4444 5189 1
3763 5342 12199164
3875 5533 31227
716 1494 10441351
2526 6219 1
7005 2550 19002
2494 614 82239
550 3548 35596
7312 6840 1
6034 1472 39983
2668 4200 2192851
1314 4089 5744132
9404 4486 8118659
1386 1201 1
4396 8174 14617226
6820 3022 1
703 5806 2108381
6996 5990 4598781
4341 4144 8795601
4683 3244 1
6138 3889 1
3588 8596 1
7236 4589 5401512
4470 1396 67298
6827 161 64578
6367 4475 295656
825 6458 1
4110 467 1
8833 8437 34509
4822 8887 49589
5478 461 87629
1114 6494 5809331
183 8533 54109
2223 5736 1
7155 2431 1
8290 9617 1
6781 1568 5815146
4336 5885 1
8219 1059 4330655
6205 242 947514
1192 1692 1
1755 6712 9131
3224 4850 1
3453 5552 8517022
6354 3508 1
1894 7705 6310189
4001 3285 44388
7762 4954 1
