1003 4738
476 686 504668
330 843 19735016
533 594 1
982 554 4070033
948 281 1
162 49 1
295 804 609733
491 235 19673617
265 903 1
241 910 329621
854 28 69371
28 443 8616955
92 449 1
28 78 7403733
621 308 20733537
882 121 1232524
947 691 1
493 384 809972
320 609 4118025
679 979 1
664 548 519785
196 302 1
445 762 345541
785 136 11097278
525 181 3608345
578 101 1
183 220 1
2 841 14697780
424 683 150563
805 855 4832657
53 399 390070
292 408 20159274
361 836 3075542
484 227 1
482 373 12890038
254 230 548902
153 380 1
670 644 882735
230 888 1
295 632 19769636
889 274 1
848 62 13003439
321 120 1
110 7 693204
705 140 18333645
925 28 1
362 929 7099807
305 462 573712
856 601 1
439 1001 17413708
252 182 1
998 247 513642
850 362 5796200
261 506 256929
671 485 874188
55 744 1
154 528 165774
659 513 428329
899 22 11110712
26 408 15298292
549 145 12096764
90 139 10744912
202 119 1
762 203 1
822 494 21401314
637 861 1
261 693 545314
913 559 1
142 698 541081
69 259 885352
874 776 1899165
290 61 1
399 555 1
341 684 1
860 58 654420
885 367 8967146
783 853 1
131 970 1
311 1000 1
971 1000 1
848 36 3721314
89 812 1
481 951 13400129
973 543 1002347
719 90 1
429 368 13513563
368 59 359509
194 973 1
148 8 2381638
507 669 1
338 455 6756090
285 427 8327868
60 946 10509118
737 818 15976278
827 359 573054
332 964 21266165
134 11 1
627 85 1
965 30 10355541
897 608 1
703 923 1
1 264 21711187
738 634 1666797
898 912 1
797 936 92104
37 449 1
473 188 341254
516 476 1
951 530 1600516
507 215 1
758 41 5599268
589 691 1
371 726 2727306
753 108 1
971 505 599659
870 112 929582
374 727 1
121 983 11219277
651 44 198739
461 652 11511040
429 120 1
857 817 218945
150 787 1
110 614 4960940
382 669 1
292 875 972298
695 383 815054
91 10 1
701 819 25524443
611 101 746845
271 532 1
728 352 10871945
931 648 22433711
821 862 16966388
896 484 1
777 196 20051155
51 157 1
988 653 12532740
224 942 1
164 988 1
62 886 1
344 51 24637697
80 316 1
571 294 1
541 329 2077778
608 407 20008451
783 735 874820
184 91 11840750
177 931 1
623 264 22915186
227 493 1
284 180 1
269 77 1
675 887 11427022
205 698 22087133
411 832 1
109 710 593136
528 146 993060
18 66 1
962 274 1
622 444 2958055
107 792 1
581 224 8660072
953 352 1
779 717 132339
81 22 1
507 151 2584047
770 162 6584195
513 452 437030
701 530 23065055
68 57 564024
814 122 9659555
261 373 12782506
465 463 864909
616 98 1
971 516 2969642
746 459 1
934 712 28032
892 453 336736
852 976 950996
452 841 875671
325 995 1
609 298 1
332 456 555564
295 292 4090679
377 484 15853508
653 733 1
35 112 24890966
9 325 1
625 864 1
142 484 916376
902 916 1
594 374 4850385
242 170 5684931
79 617 1
911 16 1289457
133 821 4088437
101 272 19363227
520 615 6552886
277 637 901640
477 276 1
680 475 1
43 483 5227053
680 175 1
545 513 10510910
326 158 1
239 479 166017
796 28 2432416
660 47 1
357 665 1
9 420 1
358 857 20253209
648 401 1
168 136 1
607 71 1
803 740 445579
722 621 1
469 358 1
553 65 20837536
559 82 22461131
356 862 15875875
891 416 1792891
309 358 1
621 175 578409
71 600 8358052
370 973 1650820
674 145 846460
399 726 1
834 89 4581491
437 701 1
156 924 1
766 532 1
591 835 1
254 854 1
104 539 1
808 189 1045245
162 54 1
219 100 1
769 402 1
423 195 1
585 744 2722715
634 8 1
763 591 92898
429 274 1
58 238 770771
651 457 1
111 325 1
556 330 1
147 883 1
378 185 401848
141 982 238936
739 452 1
880 946 1
41 19 2350454
947 588 1
856 518 1
378 831 491458
597 671 1
928 835 16658765
351 607 521316
256 265 13729112
66 928 1
295 210 23726215
273 636 1
924 547 5288207
316 557 11169179
963 646 1
865 449 1
354 370 1
36 903 1
965 529 19877343
882 236 336906
163 732 1
338 607 23559749
683 352 346209
881 388 1
899 394 20097650
403 825 1
798 59 13664778
409 296 1628475
641 527 24034299
248 769 6743399
272 579 492856
792 97 7524521
572 613 11157826
690 409 43768
65 770 1
548 21 17551140
392 623 1
833 445 12296163
493 631 459190
200 41 1
867 216 37315
111 475 1
144 149 3770872
883 52 1
285 755 1
731 842 1
482 863 954428
869 368 747082
859 898 2993
421 556 2523054
416 842 930903
237 713 7245210
97 114 1
577 274 1
329 408 12038622
649 645 174591
592 102 1
455 924 618689
341 462 12352
902 769 159370
648 348 1
705 631 616815
993 265 3029892
816 888 5863691
444 482 10163164
889 225 21412076
355 998 1
871 151 13350518
189 150 14759507
147 999 216602
421 835 1
619 626 242606
453 628 1
243 941 1
265 91 1
384 490 13734909
340 924 7180725
448 382 473014
209 253 14626662
907 839 1
718 559 1
357 885 1
405 779 1
940 999 21819554
923 461 12002920
631 686 395724
739 162 1
49 716 1
10 626 1
529 740 2687567
634 691 1
322 764 1380170
423 412 1
518 987 9895807
960 80 1955942
548 283 747075
58 532 1
672 614 14034096
805 656 12439998
953 397 1
381 369 1
982 555 1
864 891 888295
853 218 4327696
725 416 1851102
571 552 1
115 359 3650220
324 640 1460816
690 652 6320667
763 605 251690
545 829 447113
867 358 516280
621 708 14048398
199 902 903269
943 70 20847888
70 168 1
150 245 5228854
177 536 3349497
892 301 460283
58 50 10969552
452 702 454379
771 837 9657553
546 712 1
367 720 1
117 107 13013306
362 562 1
86 118 1
887 696 2405473
222 864 513674
203 689 865400
909 882 1
291 32 56981
336 821 1
780 621 1
959 845 5912890
135 324 4676877
906 585 1
502 714 10327072
60 937 23572692
618 973 336010
581 712 448237
584 649 1
41 393 1
444 372 1
40 19 1695071
227 591 13337965
40 273 1767774
17 988 732938
383 578 15956358
293 112 22291734
357 860 1
716 193 880609
530 475 1
6 382 1
151 382 1
977 187 19984468
744 932 296298
950 760 3300819
608 811 16338942
785 450 244854
492 572 812810
856 338 1
66 455 5046671
159 284 1
162 668 1
993 690 846155
302 478 15040776
106 107 13491879
651 134 1
157 244 1
437 648 10712075
890 615 2444472
311 287 1
538 37 22757360
4 784 484113
748 289 25692886
532 187 20121038
574 758 746855
901 232 981983
329 158 856512
358 174 1
387 138 1
887 539 191406
796 995 30006
759 654 155107
994 671 1
697 478 531655
669 748 953945
973 705 28183
378 959 397244
914 267 3869900
658 881 18312930
663 56 11151443
443 581 1
191 485 1
542 440 561816
96 524 504097
523 503 271602
615 125 1
182 69 1
527 257 559044
36 676 1
945 877 1
286 657 1
494 7 1
707 582 875924
625 363 1
222 482 10413715
54 204 257105
43 357 9704845
567 280 465215
242 171 778823
194 321 1671607
676 411 17720729
931 582 6319668
465 307 390488
795 946 1
803 29 1
774 106 957952
953 484 1
462 300 9512804
440 84 5793762
70 579 227791
164 770 4394503
435 795 12643402
93 809 985406
577 958 4185593
514 696 22990314
162 93 1
512 199 340505
5 929 1
740 131 452147
180 639 11084519
335 655 1
302 951 9558448
572 369 13509530
93 60 1
914 887 599913
598 726 1
516 714 1
497 516 3047615
557 465 257346
48 482 1755710
785 359 5299691
583 682 1
417 402 790156
760 321 19763840
635 173 6676446
59 425 1
233 317 1
173 712 1
243 968 950677
343 478 9203156
323 396 224935
236 283 5949279
999 698 1
260 942 422711
688 168 656125
455 807 16284430
988 822 783332
280 354 1
700 554 1
21 711 716097
673 544 9391993
765 458 18145166
739 221 1
138 880 14020079
717 389 1
631 177 16270408
141 709 260133
300 28 1
654 915 11538161
52 902 3583957
956 282 1
673 621 1
52 139 8853803
466 949 1
144 719 17951865
419 244 1
375 197 606569
309 984 10863263
254 797 805293
60 65 22676283
953 626 1
199 870 7428322
935 893 260427
341 524 4529312
247 139 27650796
25 870 921452
508 742 1046515
830 604 70098
854 285 668133
341 421 11366459
323 28 1
806 452 15168784
770 325 1
764 367 13151138
493 485 752100
515 41 2931612
238 228 1
189 253 21152639
688 272 439162
682 228 16422
674 967 1
367 752 641374
698 643 1
182 107 11795078
446 631 1
290 133 1
715 840 1
701 834 22859572
1000 599 2138995
357 790 611238
171 633 1
378 336 2034646
888 541 6028249
778 74 9077956
250 157 12903918
1001 673 1
827 4 2964786
571 930 1
253 422 1
200 433 1
307 230 1998709
963 995 1
183 992 716918
568 189 1
148 782 1
737 393 711695
415 232 1
204 674 19288371
663 535 725388
118 419 12326585
422 877 1
670 190 92846
404 474 1
198 407 13880528
498 444 1
613 248 3475082
850 716 5959396
123 213 1712113
341 397 381260
474 675 6769235
934 672 952918
258 828 5522643
53 168 12531051
958 230 2992002
966 53 591959
688 912 1
102 717 204133
220 35 2656411
29 580 1
49 559 1
129 206 7468796
504 139 847231
543 831 12969367
179 565 743165
860 645 1
203 723 1
840 437 10442809
769 742 1
171 708 6026942
987 957 1
149 916 1
2 248 10650769
949 553 1768469
136 227 73967
141 516 16307346
628 801 7881285
466 494 52322
703 403 1
678 438 4454322
582 352 6756770
187 300 1
233 27 42408
812 912 1
733 28 1
995 977 635966
254 584 980098
267 750 1
211 467 3769606
166 527 13239883
986 268 11085955
795 806 1
448 619 5644445
929 454 3971023
346 120 1
249 644 1
554 296 3867269
478 429 1
980 428 1
169 151 1
54 295 1
57 877 893569
867 580 103813
770 82 11054002
467 595 862797
234 425 2809662
704 815 13462066
717 938 1440706
697 319 815772
354 977 1
805 743 23305421
226 455 6252136
742 92 6758085
651 490 1
553 4 104950
956 539 17109556
889 941 876516
958 971 2949921
282 697 22109733
812 916 1
800 53 1
584 664 1
356 307 18249670
912 903 3464447
504 813 1
977 664 1780309
653 729 1
658 116 9688986
290 619 1
163 632 1498256
593 736 1
789 353 1
714 685 1
416 598 17152015
488 996 1
328 731 1
971 651 518510
999 640 1
452 838 1
734 166 7983493
924 978 1
299 358 1
539 249 2202152
900 675 1
717 608 2833395
508 244 95434
294 107 13134709
695 705 1
624 55 23382884
26 569 8832947
640 326 1
647 655 171139
353 85 3125714
100 375 776501
177 403 424687
960 49 1
591 735 1
185 429 1
426 756 6082838
738 281 1
864 934 695406
434 732 404692
793 545 1
55 300 1
780 692 915106
275 910 1
166 897 991027
219 355 11169226
454 628 1
502 912 915358
605 263 579519
899 851 1
467 886 368631
274 123 1
800 609 586445
404 287 315906
161 521 13482
653 460 14187
565 496 4019250
290 660 686992
318 97 16239788
508 528 9234989
374 385 13169673
924 404 5201785
180 364 15944643
885 250 1
522 972 1
103 968 21420752
265 415 4693349
408 159 1
316 536 12022989
993 795 989759
525 144 375602
878 665 1
712 577 14213796
663 548 1
646 25 22467601
473 31 22648765
779 532 948553
209 4 1
672 555 1
92 730 2497126
415 440 1
785 584
